state_ut,district,year,murder,rape,robbery,theft,riots,cheating,dowry_deaths,total_ipc_crimes
JHARKHAND,DHANBAD,2007,80,41,58,851,299,74,29,3712
JHARKHAND,DHANBAD RLY.,2007,7,1,9,127,7,2,2,281
JHARKHAND,DUMKA,2007,65,52,11,191,98,29,23,1569
JHARKHAND,GARHWA,2007,53,17,16,75,141,25,8,1016
JHARKHAND,GIRIDIH,2007,59,46,31,289,310,49,20,2710
JHARKHAND,GODDA,2007,55,30,9,152,129,18,7,1295
JHARKHAND,GUMLA,2007,137,60,45,91,27,11,1,979
JHARKHAND,HAZARIBAGH,2007,78,41,54,635,157,207,45,2777
JHARKHAND,JAMSHEDPUR,2007,92,65,62,944,118,78,20,3471
JHARKHAND,JAMSHEDPUR RLY.,2007,4,1,4,159,5,2,0,265
JHARKHAND,JAMTARA,2007,14,22,2,95,74,14,6,719
JHARKHAND,KHUNTI,2007,91,15,26,44,9,2,1,389
JHARKHAND,KODERMA,2007,22,15,16,120,102,27,11,785
JHARKHAND,LATEHAR,2007,53,10,17,75,38,5,4,569
JHARKHAND,LOHARDAGGA,2007,31,32,23,88,29,16,1,620
JHARKHAND,PAKUR,2007,24,45,3,100,66,16,4,756
JHARKHAND,PALAMU,2007,67,29,40,145,122,20,17,1597
JHARKHAND,RAMGARH,2007,41,28,36,350,132,56,11,1346
JHARKHAND,RANCHI,2007,203,53,146,1177,204,64,17,4849
JHARKHAND,SAHEBGANJ,2007,54,64,7,53,38,8,9,896
JHARKHAND,SARAIKELA,2007,51,18,18,151,31,19,4,907
JHARKHAND,SIMDEGA,2007,72,21,17,59,10,5,0,432
JHARKHAND,TOTAL,2007,1617,855,771,7091,2565,814,303,38489
KARNATAKA,BAGALKOT,2007,38,4,11,125,123,44,2,2044
KARNATAKA,BANGALORE COMMR.,2007,246,62,545,7377,425,2052,54,27049
KARNATAKA,BANGALORE RURAL,2007,176,29,55,834,504,86,32,8577
KARNATAKA,BELGAUM,2007,110,22,51,459,372,253,10,6778
KARNATAKA,BELLARY,2007,62,14,25,226,222,70,7,3636
KARNATAKA,BIDAR,2007,42,11,25,197,172,22,4,3639
KARNATAKA,BIJAPUR,2007,49,17,31,155,298,72,2,3218
KARNATAKA,CHAMARAJNAGAR,2007,19,3,2,84,77,15,2,1373
KARNATAKA,CHICKMAGALUR,2007,32,11,22,169,121,20,4,2814
KARNATAKA,CHITRADURGA,2007,32,10,23,183,238,27,9,3929
KARNATAKA,DAKSHIN KANNADA,2007,26,11,19,215,195,93,2,3888
KARNATAKA,DAVANAGERE,2007,19,10,20,205,220,41,5,2775
KARNATAKA,DHARWAD COMMR.,2007,16,5,60,273,104,133,3,2053
KARNATAKA,DHARWAD RURAL,2007,30,7,4,45,64,21,0,996
KARNATAKA,GADAG,2007,17,4,8,68,111,27,3,1022
KARNATAKA,GULBARGA,2007,91,35,64,262,498,77,19,4952
KARNATAKA,HASSAN,2007,54,13,30,278,130,99,11,4531
KARNATAKA,HAVERI,2007,17,8,5,95,197,33,5,2043
KARNATAKA,K.G.F.,2007,12,7,11,90,39,15,7,864
KARNATAKA,KODAGU,2007,25,4,8,129,48,19,4,1613
KARNATAKA,KOLAR,2007,66,19,19,389,291,37,17,3746
KARNATAKA,KOPPAL,2007,19,6,10,74,121,18,1,1640
KARNATAKA,MANDYA,2007,48,17,9,254,180,27,15,4236
KARNATAKA,MYSORE COMMR.,2007,26,13,103,573,84,78,4,2937
KARNATAKA,MYSORE RURAL,2007,60,20,10,190,182,24,11,3195
KARNATAKA,RAICHUR,2007,44,19,8,142,214,74,3,2873
KARNATAKA,RAILWAYS,2007,17,0,21,367,4,2,0,488
KARNATAKA,SHIMOGA,2007,40,23,41,282,160,42,3,4249
KARNATAKA,TUMKUR,2007,74,17,39,417,184,37,10,4718
KARNATAKA,UDUPI,2007,12,11,15,119,142,22,1,2389
KARNATAKA,UTTAR KANNADA,2007,19,4,19,75,63,20,1,2341
KARNATAKA,TOTAL,2007,1538,436,1313,14351,5783,3600,251,120606
KERALA,ALAPUZHA,2007,19,25,41,351,453,276,3,8161
KERALA,CBCID,2007,7,2,0,1,2,12,1,86
KERALA,ERNAKULAM COMMR.,2007,14,23,43,350,177,284,0,6602
KERALA,ERNAKULAM RURAL,2007,26,22,58,335,323,186,1,9357
KERALA,IDUKKI,2007,24,28,27,213,202,110,0,4921
KERALA,KANNUR,2007,14,34,98,234,867,141,1,5982
KERALA,KASARGOD,2007,12,19,27,192,519,791,0,4146
KERALA,KOLLAM,2007,43,46,36,457,546,178,4,9239
KERALA,KOTTAYAM,2007,17,25,57,384,423,374,1,7859
KERALA,KOZHIKODE COMMR.,2007,9,15,80,306,342,108,0,3883
KERALA,KOZHIKODE RURAL,2007,10,25,30,257,522,185,3,4709
KERALA,MALAPPURAM,2007,22,41,32,456,516,235,0,7186
KERALA,PALAKKAD,2007,41,39,39,290,385,203,6,5461
KERALA,PATHANAMTHITTA,2007,21,19,31,179,301,130,0,4879
KERALA,RAILWAYS,2007,0,0,6,158,3,1,0,214
KERALA,THRISSUR,2007,38,48,74,356,596,400,0,10168
KERALA,TRIVANDRUM COMMR.,2007,13,20,96,568,458,316,1,5437
KERALA,TRIVANDRUM RURAL,2007,26,54,79,396,522,211,4,7885
KERALA,WAYANADU,2007,11,27,15,126,201,74,2,2355
KERALA,TOTAL,2007,367,512,869,5609,7358,4215,27,108530
MADHYA PRADESH,ANUPPUR,2007,22,49,12,130,9,21,3,1665
MADHYA PRADESH,ASHOK NAGAR,2007,34,81,22,228,39,15,13,2746
MADHYA PRADESH,BALAGHAT,2007,51,53,18,140,21,12,7,2290
MADHYA PRADESH,BARWANI,2007,39,55,23,299,59,2,4,2501
MADHYA PRADESH,BETUL,2007,51,156,20,200,8,19,13,3084
MADHYA PRADESH,BHIND,2007,68,27,86,212,43,12,38,2958
MADHYA PRADESH,BHOPAL,2007,74,82,196,2284,79,133,24,14065
MADHYA PRADESH,BHOPAL RLY.,2007,7,1,9,962,4,2,2,1317
MADHYA PRADESH,BURHANPUR,2007,16,12,8,140,15,5,2,1367
MADHYA PRADESH,CHHATARPUR,2007,53,65,38,332,47,23,31,5103
MADHYA PRADESH,CHHINDWARA,2007,59,116,13,289,49,25,16,3880
MADHYA PRADESH,DAMOH,2007,43,30,12,148,15,12,20,2755
MADHYA PRADESH,DATIYA,2007,49,25,42,166,30,14,9,2488
MADHYA PRADESH,DEWAS,2007,39,84,24,677,90,41,22,5648
MADHYA PRADESH,DHAR,2007,78,82,19,465,75,131,35,4620
MADHYA PRADESH,DINDORI,2007,15,23,1,14,7,3,3,575
MADHYA PRADESH,GUNA,2007,39,80,22,263,57,32,4,3501
MADHYA PRADESH,GWALIOR,2007,70,74,198,1623,186,95,33,9838
MADHYA PRADESH,HARDA,2007,17,38,20,158,15,5,5,1418
MADHYA PRADESH,HOSHANGABAD,2007,41,52,33,394,25,16,11,3174
MADHYA PRADESH,INDORE,2007,111,102,175,3363,198,113,21,16874
MADHYA PRADESH,INDORE RLY.,2007,3,4,5,146,0,4,0,292
MADHYA PRADESH,JABALPUR,2007,81,77,104,1035,145,141,42,10945
MADHYA PRADESH,JABALPUR RLY.,2007,2,1,7,227,3,0,0,397
MADHYA PRADESH,JHABUA,2007,109,35,14,140,28,7,3,2295
MADHYA PRADESH,KATNI,2007,37,44,14,186,18,33,22,2917
MADHYA PRADESH,KHANDWA,2007,19,64,15,408,62,15,4,3170
MADHYA PRADESH,KHARGON,2007,45,63,13,501,73,128,27,4200
MADHYA PRADESH,MANDLA,2007,27,47,5,72,8,10,3,1653
MADHYA PRADESH,MANDSAUR,2007,30,40,38,287,59,19,6,3259
MADHYA PRADESH,MORENA,2007,47,39,67,409,139,36,26,5100
MADHYA PRADESH,NARSINGHPUR,2007,31,49,11,155,20,6,22,2336
MADHYA PRADESH,NEEMUCH,2007,18,20,10,310,41,21,3,2394
MADHYA PRADESH,PANNA,2007,34,26,20,77,7,5,7,1795
MADHYA PRADESH,RAISEN,2007,45,75,20,241,37,15,15,3699
MADHYA PRADESH,RAJGARH,2007,25,100,45,402,91,16,12,5367
MADHYA PRADESH,RATLAM,2007,35,85,34,355,36,32,5,3781
MADHYA PRADESH,REWA,2007,40,66,56,461,61,45,26,4689
MADHYA PRADESH,SAGAR,2007,80,115,50,557,80,24,30,8194
MADHYA PRADESH,SATNA,2007,90,84,61,497,65,22,38,5252
MADHYA PRADESH,SEONI,2007,40,51,4,148,37,30,8,2576
MADHYA PRADESH,SHAHDOL,2007,29,50,29,166,15,18,10,2558
MADHYA PRADESH,SHAJAPUR,2007,35,67,68,460,62,26,7,3780
MADHYA PRADESH,SHEOPUR,2007,19,13,11,81,35,15,3,1192
MADHYA PRADESH,SHIVPURI,2007,64,91,52,312,71,38,23,4178
MADHYA PRADESH,SIDHI,2007,61,82,31,307,59,41,24,4604
MADHYA PRADESH,SIHORE,2007,35,56,14,317,54,16,9,3160
MADHYA PRADESH,TIKAMGARH,2007,56,63,35,207,69,20,14,3512
MADHYA PRADESH,UJJAIN,2007,70,79,123,970,102,72,14,7752
MADHYA PRADESH,UMARIYA,2007,13,37,6,81,28,11,3,1186
MADHYA PRADESH,VIDISHA,2007,48,100,22,394,72,64,20,4286
MADHYA PRADESH,TOTAL,2007,2244,3010,1975,22396,2648,1661,742,202386
MAHARASHTRA,AHMEDNAGAR,2007,99,55,107,1344,397,135,3,6753
MAHARASHTRA,AKOLA,2007,38,22,55,898,117,56,3,4067
MAHARASHTRA,AMRAVATI COMMR.,2007,30,7,45,691,99,52,3,2643
MAHARASHTRA,AMRAVATI RURAL,2007,51,58,26,761,113,54,11,3692
MAHARASHTRA,AURANGABAD COMMR.,2007,37,18,67,762,157,121,11,3155
MAHARASHTRA,AURANGABAD RURAL,2007,57,14,45,376,237,37,39,3032
MAHARASHTRA,BEED,2007,69,23,88,645,484,43,18,4466
MAHARASHTRA,BHANDARA,2007,30,19,18,547,94,23,2,2554
MAHARASHTRA,BULDHANA,2007,56,39,28,633,210,39,12,3780
MAHARASHTRA,CHANDRAPUR,2007,59,35,34,815,129,70,5,4148
MAHARASHTRA,DHULE,2007,49,15,24,397,170,84,10,2681
MAHARASHTRA,GADCHIROLI,2007,53,11,7,162,39,9,3,1282
MAHARASHTRA,GONDIA,2007,34,32,22,314,58,31,3,1937
MAHARASHTRA,HINGOLI,2007,29,9,24,167,121,30,3,1597
MAHARASHTRA,JALGAON,2007,94,52,49,667,264,255,20,4599
MAHARASHTRA,JALNA,2007,52,17,36,361,184,85,31,2584
MAHARASHTRA,KOLHAPUR,2007,65,30,35,766,231,231,16,3989
MAHARASHTRA,LATUR,2007,73,17,53,452,191,64,66,3837
MAHARASHTRA,MUMBAI COMMR.,2007,230,174,265,11670,260,1735,17,30481
MAHARASHTRA,MUMBAI RLY.,2007,4,1,39,1721,6,22,0,1966
MAHARASHTRA,NAGPUR COMMR.,2007,73,50,357,2354,242,309,7,9791
MAHARASHTRA,NAGPUR RLY.,2007,4,0,22,878,5,1,0,1031
MAHARASHTRA,NAGPUR RURAL,2007,71,39,47,843,117,66,7,4436
MAHARASHTRA,NANDED,2007,83,33,54,514,307,121,19,4654
MAHARASHTRA,NANDURBAR,2007,32,14,13,213,90,39,3,1579
MAHARASHTRA,NASIK COMMR.,2007,33,7,50,1018,153,127,1,3115
MAHARASHTRA,NASIK RURAL,2007,80,44,35,559,406,86,8,4899
MAHARASHTRA,NAVI MUMBAI,2007,45,17,118,1704,187,169,5,4705
MAHARASHTRA,OSMANABAD,2007,44,29,43,447,178,125,2,3206
MAHARASHTRA,PARBHANI,2007,47,22,53,290,114,57,8,2743
MAHARASHTRA,PUNE COMMR.,2007,126,66,232,4653,457,517,6,12818
MAHARASHTRA,PUNE RLY.,2007,6,0,7,316,5,2,0,392
MAHARASHTRA,PUNE RURAL,2007,130,59,73,1078,272,186,17,6244
MAHARASHTRA,RAIGAD,2007,37,29,25,426,170,67,4,2391
MAHARASHTRA,RATNAGIRI,2007,19,17,10,274,97,39,2,1600
MAHARASHTRA,SANGLI,2007,74,28,23,518,148,132,11,2651
MAHARASHTRA,SATARA,2007,75,43,73,966,179,110,9,4335
MAHARASHTRA,SINDHUDURG,2007,17,9,6,132,48,20,4,782
MAHARASHTRA,SOLAPUR COMMR.,2007,22,12,34,319,69,88,0,1564
MAHARASHTRA,SOLAPUR RURAL,2007,77,46,65,655,270,49,4,4220
MAHARASHTRA,THANE COMMR.,2007,120,78,146,2479,323,477,20,8911
MAHARASHTRA,THANE RURAL,2007,128,67,92,853,300,126,7,5267
MAHARASHTRA,WARDHA,2007,49,31,37,654,88,48,0,4026
MAHARASHTRA,WASHIM,2007,22,14,22,395,88,35,8,2155
MAHARASHTRA,YAVATMAL,2007,70,49,66,994,119,63,8,4949
MAHARASHTRA,TOTAL,2007,2693,1451,2770,47681,7993,6235,436,195707
MANIPUR,BISHNUPUR,2007,31,4,0,38,11,9,0,367
MANIPUR,CHANDEL,2007,16,0,0,7,2,3,0,88
MANIPUR,CHURACHANDPUR,2007,28,1,0,46,2,4,0,157
MANIPUR,IMPHAL EAST,2007,41,1,1,70,13,6,0,608
MANIPUR,IMPHAL WEST,2007,61,7,3,228,18,40,0,1238
MANIPUR,SENAPATI,2007,17,1,5,12,6,2,0,145
MANIPUR,TAMENGLONG,2007,3,0,0,5,2,0,0,38
MANIPUR,THOUBAL,2007,39,6,1,40,16,25,0,544
MANIPUR,UKHRUL,2007,4,0,1,8,0,4,0,74
MANIPUR,TOTAL,2007,240,20,11,454,70,93,0,3259
MEGHALAYA,GARO HILLS EAST,2007,9,4,0,32,22,0,0,159
MEGHALAYA,GARO HILLS SOUTH,2007,2,1,4,12,2,1,0,53
MEGHALAYA,GARO HILLS WEST,2007,13,4,6,57,2,13,0,267
MEGHALAYA,JAINTIA HILLS,2007,43,26,7,56,0,6,0,314
MEGHALAYA,KHASI HILLS EAST,2007,21,32,30,270,3,136,2,979
MEGHALAYA,KHASI HILLS WEST,2007,16,8,3,20,2,5,0,127
MEGHALAYA,RI-BHOI,2007,10,7,6,53,2,3,0,180
MEGHALAYA,TOTAL,2007,114,82,56,500,33,164,2,2079
MIZORAM,AIZAWL,2007,18,35,3,464,1,42,0,1056
MIZORAM,CHAMPHAI,2007,5,12,0,65,0,8,0,164
MIZORAM,KOLASIB,2007,9,12,1,83,0,3,0,248
MIZORAM,LAWNGTLAI,2007,5,3,0,27,0,3,0,124
MIZORAM,LUNGLEI,2007,2,9,1,90,0,6,0,237
MIZORAM,MAMIT,2007,1,1,0,24,0,1,0,74
MIZORAM,SAIHA,2007,2,3,0,29,0,0,0,103
MIZORAM,SERCHHIP,2007,1,8,0,26,0,3,0,77
MIZORAM,TOTAL,2007,43,83,5,808,1,66,0,2083
NAGALAND,DIMAPUR,2007,30,5,49,209,1,15,0,510
NAGALAND,KIPHIRE,2007,3,0,0,2,0,1,0,19
NAGALAND,KOHIMA,2007,24,4,18,63,0,10,0,248
NAGALAND,LONGLENG,2007,1,0,0,0,0,1,0,13
NAGALAND,MOKOKCHUNG,2007,17,1,2,13,3,1,0,84
NAGALAND,MON,2007,9,0,2,10,0,4,0,57
NAGALAND,PEREN,2007,3,0,1,8,0,0,0,28
NAGALAND,PHEK,2007,5,0,2,8,2,0,0,50
NAGALAND,TUENSANG,2007,7,0,0,9,6,1,0,51
NAGALAND,WOKHA,2007,8,3,1,23,2,1,0,66
NAGALAND,ZUNHEBOTO,2007,4,0,0,15,1,0,0,54
NAGALAND,TOTAL,2007,111,13,75,360,15,34,0,1180
ODISHA,ANGUL,2007,54,38,61,370,141,22,16,2428
ODISHA,BALASORE,2007,36,55,40,290,47,31,35,2797
ODISHA,BARAGARH,2007,41,18,33,170,103,10,10,1422
ODISHA,BERHAMPUR,2007,16,4,27,133,37,47,9,1056
ODISHA,BHADRAK,2007,30,42,23,68,37,42,36,1734
ODISHA,BOLANGIR,2007,38,53,37,143,102,48,16,1870
ODISHA,BOUDH,2007,10,9,4,27,40,0,1,485
ODISHA,CUTTACK,2007,42,41,136,753,104,79,48,3919
ODISHA,DEOGARH,2007,26,13,16,44,17,16,2,655
ODISHA,DHENKANAL,2007,59,35,54,193,109,44,25,1900
ODISHA,GAJAPATI,2007,12,8,1,27,24,11,2,452
ODISHA,GANJAM,2007,66,34,40,149,171,27,20,2244
ODISHA,JAGATSINGHPUR,2007,23,18,34,120,39,34,19,1317
ODISHA,JAJPUR,2007,35,25,44,209,112,38,33,2152
ODISHA,JHARSUGUDA,2007,21,11,28,251,57,13,1,1426
ODISHA,KALAHANDI,2007,30,30,24,93,67,77,12,1302
ODISHA,KANDHAMAL,2007,25,32,24,40,82,9,4,952
ODISHA,KENDRAPARA,2007,40,30,40,93,34,15,41,1465
ODISHA,KEONJHAR,2007,81,41,54,231,88,38,21,1891
ODISHA,KHURDA,2007,56,53,175,1310,93,346,20,6052
ODISHA,KORAPUT,2007,42,41,21,141,39,34,4,1512
ODISHA,MALKANGIR,2007,30,12,7,30,29,3,2,380
ODISHA,MAYURBHANJ,2007,98,74,47,290,30,48,16,2434
ODISHA,NAYAGARH,2007,31,21,16,100,35,27,14,1273
ODISHA,NOWRANGPUR,2007,28,28,6,42,42,7,1,851
ODISHA,NUAPADA,2007,17,5,4,59,20,21,8,749
ODISHA,PURI,2007,21,43,90,348,79,39,34,2809
ODISHA,RAYAGADA,2007,31,23,7,59,39,29,2,788
ODISHA,ROURKELA,2007,23,15,31,221,22,46,2,1418
ODISHA,SAMBALPUR,2007,46,27,82,259,80,29,5,2127
ODISHA,SONEPUR,2007,9,16,8,45,27,9,0,466
ODISHA,SRP(CUTTACK),2007,2,0,11,207,0,4,0,343
ODISHA,SRP(ROURKELA),2007,6,1,10,103,3,3,0,281
ODISHA,SUNDARGARH,2007,85,43,38,212,34,17,2,1922
ODISHA,TOTAL,2007,1210,939,1273,6830,1983,1263,461,54872
PUNJAB,AMRITSAR,2007,43,21,21,445,0,267,5,2142
PUNJAB,AMRITSAR RURAL,2007,31,10,3,70,0,83,1,744
PUNJAB,BARNALA,2007,12,7,1,65,1,58,5,637
PUNJAB,BATALA,2007,25,15,0,144,0,170,2,1049
PUNJAB,BHATINDA,2007,41,27,7,309,0,138,6,1893
PUNJAB,FARIDKOT,2007,23,13,2,137,0,114,2,1067
PUNJAB,FATEHGARH SAHIB,2007,10,15,3,244,0,137,5,1292
PUNJAB,FEROZPUR,2007,48,33,0,199,0,145,5,1868
PUNJAB,G.R.P,2007,14,2,0,34,0,6,2,306
PUNJAB,GURDASPUR,2007,19,30,2,120,0,84,9,1100
PUNJAB,HOSHIARPUR,2007,43,27,2,210,0,168,6,1690
PUNJAB,JAGRAON,2007,10,15,0,100,0,56,1,874
PUNJAB,JALANDHAR,2007,63,54,11,630,0,537,12,3855
PUNJAB,KAPURTHALA,2007,29,22,15,210,0,199,7,1480
PUNJAB,KHANNA,2007,24,17,7,108,0,112,8,1083
PUNJAB,LUDHIANA,2007,63,58,19,664,0,310,9,3409
PUNJAB,MANSA,2007,28,20,1,59,0,48,6,777
PUNJAB,MOGA,2007,37,7,4,125,0,155,4,1124
PUNJAB,MUKTSAR,2007,27,11,2,104,0,36,4,787
PUNJAB,NAWAN SHAHR,2007,21,13,15,99,0,72,4,824
PUNJAB,PATIALA,2007,51,22,3,320,0,164,17,2428
PUNJAB,ROPAR,2007,10,7,5,108,0,81,2,898
PUNJAB,SANGRUR,2007,36,31,8,210,0,115,5,1678
PUNJAB,SAS NGR,2007,11,16,2,312,0,179,0,1602
PUNJAB,TARN TARAN,2007,41,26,5,147,0,147,6,1186
PUNJAB,TOTAL,2007,760,519,138,5173,1,3581,133,35793
RAJASTHAN,AJMER,2007,53,31,24,867,55,617,19,6708
RAJASTHAN,ALWAR,2007,89,73,38,1241,35,746,43,8199
RAJASTHAN,BANSWARA,2007,39,39,9,106,95,71,4,2199
RAJASTHAN,BARAN,2007,37,43,13,271,8,129,8,2489
RAJASTHAN,BARMER,2007,26,19,1,178,7,200,9,2664
RAJASTHAN,BHARATPUR,2007,69,62,22,772,22,552,30,6931
RAJASTHAN,BHILWARA,2007,34,48,47,596,24,379,10,4629
RAJASTHAN,BIKANER,2007,39,32,8,320,2,448,18,4105
RAJASTHAN,BUNDI,2007,28,28,14,216,24,191,2,2868
RAJASTHAN,CHITTORGARH,2007,48,92,38,628,132,301,6,6242
RAJASTHAN,CHURU,2007,20,27,6,160,8,228,11,2587
RAJASTHAN,DAUSA,2007,34,16,9,725,28,267,12,4195
RAJASTHAN,DHOLPUR,2007,44,20,12,403,29,115,13,3371
RAJASTHAN,DUNGARPUR,2007,23,10,10,58,70,62,2,1991
RAJASTHAN,G.R.P.,2007,4,0,2,483,14,7,1,972
RAJASTHAN,GANGANAGAR,2007,61,66,18,388,0,686,11,5172
RAJASTHAN,HANUMANGARH,2007,32,39,6,199,0,376,14,2922
RAJASTHAN,JAIPUR EAST,2007,14,25,102,2295,121,462,7,6527
RAJASTHAN,JAIPUR NORTH,2007,17,23,24,830,52,430,11,3789
RAJASTHAN,JAIPUR RURAL,2007,66,39,24,1097,105,848,25,8929
RAJASTHAN,JAIPUR SOUTH,2007,21,14,27,1293,114,721,7,5179
RAJASTHAN,JAISALMER,2007,5,4,2,139,24,71,7,972
RAJASTHAN,JALORE,2007,21,7,3,152,18,110,9,2329
RAJASTHAN,JHALAWAR,2007,43,54,20,390,67,113,10,2782
RAJASTHAN,JHUNJHUNU,2007,44,31,2,310,33,310,18,3956
RAJASTHAN,JODHPUR CITY,2007,16,16,16,718,20,487,11,3472
RAJASTHAN,JODHPUR RURAL,2007,23,24,13,232,17,126,15,2699
RAJASTHAN,KARAULI,2007,37,28,26,424,13,136,18,3564
RAJASTHAN,KOTA CITY,2007,22,25,62,897,10,384,10,3661
RAJASTHAN,KOTA RURAL,2007,25,30,23,209,15,109,5,1768
RAJASTHAN,NAGAUR,2007,42,38,20,372,6,347,12,4001
RAJASTHAN,PALI,2007,30,39,13,333,26,315,5,4733
RAJASTHAN,RAJSAMAND,2007,13,5,9,173,41,143,6,2325
RAJASTHAN,SAWAI MADHOPUR,2007,19,21,12,452,16,224,13,3485
RAJASTHAN,SIKAR,2007,36,34,8,353,24,373,19,4047
RAJASTHAN,SIROHI,2007,22,23,9,164,27,127,5,1888
RAJASTHAN,TONK,2007,23,19,9,271,51,212,3,3497
RAJASTHAN,UDAIPUR,2007,84,94,77,630,273,496,10,7023
RAJASTHAN,TOTAL,2007,1303,1238,778,19345,1626,11919,439,148870
SIKKIM,EAST,2007,2,8,4,62,9,28,0,328
SIKKIM,NORTH,2007,0,0,1,5,0,0,0,32
SIKKIM,SOUTH,2007,1,12,0,29,5,6,0,180
SIKKIM,WEST,2007,6,4,1,22,1,0,0,127
SIKKIM,TOTAL,2007,9,24,6,118,15,34,0,667
TAMIL NADU,CHENNAI,2007,145,46,74,2117,115,433,43,16508
TAMIL NADU,CHENNAI RLY.,2007,4,0,4,113,17,1,1,358
TAMIL NADU,COIMBATORE RURAL,2007,87,16,27,1044,190,169,11,14360
TAMIL NADU,COIMBATORE URBAN,2007,22,10,8,682,5,92,4,3924
TAMIL NADU,CUDDALORE,2007,61,28,28,490,152,32,3,6909
TAMIL NADU,DHARMAPURI,2007,38,6,2,124,128,39,4,3488
TAMIL NADU,DINDIGUL,2007,40,12,10,297,57,71,3,4439
TAMIL NADU,ERODE,2007,54,20,10,603,64,90,5,7380
TAMIL NADU,KANCHIPURAM,2007,57,25,16,368,80,32,13,7236
TAMIL NADU,KANYAKUMARI,2007,27,11,6,292,0,100,7,4206
TAMIL NADU,KARUR,2007,18,3,14,168,29,16,0,2642
TAMIL NADU,KRISHNAGIRI,2007,72,11,21,291,163,57,3,4562
TAMIL NADU,MADURAI RURAL,2007,55,9,10,252,133,116,11,4734
TAMIL NADU,MADURAI URBAN,2007,27,4,5,334,7,163,10,2325
TAMIL NADU,NAGAPATTINAM,2007,39,14,4,205,40,54,4,4404
TAMIL NADU,NAMAKKAL,2007,26,12,7,230,55,33,3,3849
TAMIL NADU,NILGIRIS,2007,13,6,2,104,15,12,1,1365
TAMIL NADU,PERAMBALUR,2007,32,26,5,172,47,20,3,2896
TAMIL NADU,PUDUKOTTAI,2007,34,14,9,257,41,26,6,3450
TAMIL NADU,RAMNATHAPURAM,2007,37,8,6,187,49,59,3,3027
TAMIL NADU,SALEM RURAL,2007,67,25,21,202,191,25,6,5208
TAMIL NADU,SALEM URBAN,2007,16,10,5,186,28,50,2,1520
TAMIL NADU,SIVAGANGAI,2007,43,3,9,227,39,70,3,2897
TAMIL NADU,THANJAVUR,2007,68,5,18,588,71,35,9,6504
TAMIL NADU,THENI,2007,29,4,9,241,77,74,3,3712
TAMIL NADU,THIRUNELVELI RURAL,2007,80,35,46,416,2,87,5,7610
TAMIL NADU,THIRUNELVELI URBAN,2007,16,6,10,196,6,37,1,1398
TAMIL NADU,THIRUVALLUR,2007,23,7,2,161,37,21,3,3056
TAMIL NADU,THIRUVANNAMALAI,2007,45,14,2,195,73,49,4,4663
TAMIL NADU,THIRUVARUR,2007,39,9,13,175,81,33,10,4300
TAMIL NADU,THOOTHUGUDI,2007,62,19,11,411,4,116,2,4663
TAMIL NADU,TRICHY RLY.,2007,0,0,0,31,2,1,0,92
TAMIL NADU,TRICHY RURAL,2007,49,12,10,184,16,20,4,3566
TAMIL NADU,TRICHY URBAN,2007,21,2,18,516,4,80,2,3218
TAMIL NADU,VELLORE,2007,66,25,11,418,4,52,8,7343
TAMIL NADU,VILLUPURAM,2007,70,58,24,369,282,49,5,6919
TAMIL NADU,VIRUDHUNAGAR,2007,51,8,18,371,71,96,3,4023
TAMIL NADU,TOTAL,2007,1633,523,495,13217,2375,2510,208,172754
TRIPURA,DHALAI,2007,18,13,8,29,18,6,4,358
TRIPURA,NORTH,2007,21,26,6,72,21,14,0,706
TRIPURA,SOUTH,2007,34,41,27,125,33,37,10,1267
TRIPURA,WEST,2007,65,77,23,185,70,28,22,1942
TRIPURA,TOTAL,2007,138,157,64,411,142,85,36,4273
UTTAR PRADESH,AGRA,2007,123,30,57,1483,218,324,78,6135
UTTAR PRADESH,ALIGARH,2007,166,50,67,680,164,197,70,3751
UTTAR PRADESH,ALLAHABAD,2007,143,26,47,606,106,209,63,4417
UTTAR PRADESH,AMBEDKAR NAGAR,2007,26,15,19,126,26,53,8,1027
UTTAR PRADESH,AURAIYA,2007,37,9,22,81,47,30,34,1069
UTTAR PRADESH,AZAMGARH,2007,54,11,22,119,29,46,29,1308
UTTAR PRADESH,BADAUN,2007,88,11,17,158,15,41,31,1831
UTTAR PRADESH,BAGHPAT,2007,81,17,26,157,40,46,22,1114
UTTAR PRADESH,BAHRAICH,2007,43,34,26,130,31,70,28,1313
UTTAR PRADESH,BALLIA,2007,32,10,6,105,38,44,13,816
UTTAR PRADESH,BALRAMPUR,2007,20,10,2,58,13,25,10,505
UTTAR PRADESH,BANDA,2007,49,15,10,79,28,42,16,978
UTTAR PRADESH,BARABANKI,2007,62,25,24,161,39,35,35,1931
UTTAR PRADESH,BAREILLY,2007,138,62,62,514,97,232,54,4834
UTTAR PRADESH,BASTI,2007,24,10,11,97,34,97,13,1130
UTTAR PRADESH,BIJNOR,2007,99,27,35,178,70,152,26,2070
UTTAR PRADESH,BULANDSHAHAR,2007,146,44,33,400,105,209,36,4005
UTTAR PRADESH,CHANDOLI,2007,17,6,5,51,7,89,22,955
UTTAR PRADESH,CHITRAKOOT DHAM,2007,23,23,1,39,5,14,7,440
UTTAR PRADESH,DEORIA,2007,31,2,5,83,40,43,25,1001
UTTAR PRADESH,ETAH,2007,141,39,27,297,116,118,56,2723
UTTAR PRADESH,ETAWAH,2007,66,14,32,220,16,73,28,2208
